-1	-0.451754
-0.997998	-0.372819
-0.995996	-0.298205
-0.993994	-0.2278
-0.991992	-0.161492
-0.98999	-0.0991683
-0.987988	-0.0407195
-0.985986	0.0139642
-0.983984	0.0649915
-0.981982	0.11247
-0.97998	0.156507
-0.977978	0.197207
-0.975976	0.234676
-0.973974	0.269016
-0.971972	0.30033
-0.96997	0.328719
-0.967968	0.354282
-0.965966	0.377119
-0.963964	0.397325
-0.961962	0.414998
-0.95996	0.430232
-0.957958	0.443119
-0.955956	0.453753
-0.953954	0.462222
-0.951952	0.468616
-0.94995	0.473023
-0.947948	0.475529
-0.945946	0.476218
-0.943944	0.475174
-0.941942	0.472477
-0.93994	0.468209
-0.937938	0.462447
-0.935936	0.455269
-0.933934	0.446751
-0.931932	0.436966
-0.92993	0.425988
-0.927928	0.413886
-0.925926	0.400731
-0.923924	0.38659
-0.921922	0.371529
-0.91992	0.355614
-0.917918	0.338908
-0.915916	0.321473
-0.913914	0.303368
-0.911912	0.284653
-0.90991	0.265385
-0.907908	0.245619
-0.905906	0.22541
-0.903904	0.20481
-0.901902	0.18387
-0.8999	0.16264
-0.897898	0.141169
-0.895896	0.119503
-0.893894	0.0976881
-0.891892	0.0757672
-0.88989	0.0537832
-0.887888	0.0317772
-0.885886	0.00978889
-0.883884	-0.0121435
-0.881882	-0.0339831
-0.87988	-0.0556942
-0.877878	-0.0772428
-0.875876	-0.0985958
-0.873874	-0.119722
-0.871872	-0.140591
-0.86987	-0.161173
-0.867868	-0.181441
-0.865866	-0.201369
-0.863864	-0.220931
-0.861862	-0.240103
-0.85986	-0.258862
-0.857858	-0.277187
-0.855856	-0.295057
-0.853854	-0.312453
-0.851852	-0.329356
-0.84985	-0.345749
-0.847848	-0.361616
-0.845846	-0.376943
-0.843844	-0.391715
-0.841842	-0.405919
-0.83984	-0.419543
-0.837838	-0.432577
-0.835836	-0.44501
-0.833834	-0.456833
-0.831832	-0.468039
-0.82983	-0.478619
-0.827828	-0.488568
-0.825826	-0.497881
-0.823824	-0.506552
-0.821822	-0.514577
-0.81982	-0.521955
-0.817818	-0.528682
-0.815816	-0.534757
-0.813814	-0.54018
-0.811812	-0.544951
-0.80981	-0.549069
-0.807808	-0.552538
-0.805806	-0.555359
-0.803804	-0.557535
-0.801802	-0.559069
-0.7998	-0.559965
-0.797798	-0.560228
-0.795796	-0.559863
-0.793794	-0.558876
-0.791792	-0.557274
-0.78979	-0.555062
-0.787788	-0.552249
-0.785786	-0.548841
-0.783784	-0.544849
-0.781782	-0.540279
-0.77978	-0.535142
-0.777778	-0.529446
-0.775776	-0.523202
-0.773774	-0.516421
-0.771772	-0.509112
-0.76977	-0.501287
-0.767768	-0.492958
-0.765766	-0.484135
-0.763764	-0.474831
-0.761762	-0.465058
-0.75976	-0.454829
-0.757758	-0.444157
-0.755756	-0.433053
-0.753754	-0.421533
-0.751752	-0.409608
-0.74975	-0.397293
-0.747748	-0.384601
-0.745746	-0.371546
-0.743744	-0.358143
-0.741742	-0.344405
-0.73974	-0.330347
-0.737738	-0.315983
-0.735736	-0.301328
-0.733734	-0.286396
-0.731732	-0.271202
-0.72973	-0.255761
-0.727728	-0.240087
-0.725726	-0.224195
-0.723724	-0.208099
-0.721722	-0.191815
-0.71972	-0.175358
-0.717718	-0.158742
-0.715716	-0.141981
-0.713714	-0.125091
-0.711712	-0.108086
-0.70971	-0.0909801
-0.707708	-0.0737886
-0.705706	-0.0565255
-0.703704	-0.0392053
-0.701702	-0.021842
-0.6997	-0.00444985
-0.697698	0.0129572
-0.695696	0.0303653
-0.693694	0.0477607
-0.691692	0.0651299
-0.68969	0.0824593
-0.687688	0.0997357
-0.685686	0.116946
-0.683684	0.134077
-0.681682	0.151117
-0.67968	0.168051
-0.677678	0.184869
-0.675676	0.201558
-0.673674	0.218106
-0.671672	0.234501
-0.66967	0.250732
-0.667668	0.266787
-0.665666	0.282654
-0.663664	0.298324
-0.661662	0.313785
-0.65966	0.329027
-0.657658	0.34404
-0.655656	0.358814
-0.653654	0.373339
-0.651652	0.387605
-0.64965	0.401603
-0.647648	0.415325
-0.645646	0.428762
-0.643644	0.441904
-0.641642	0.454745
-0.63964	0.467276
-0.637638	0.47949
-0.635636	0.491378
-0.633634	0.502934
-0.631632	0.514152
-0.62963	0.525024
-0.627628	0.535545
-0.625626	0.545708
-0.623624	0.555507
-0.621622	0.564938
-0.61962	0.573995
-0.617618	0.582673
-0.615616	0.590967
-0.613614	0.598873
-0.611612	0.606388
-0.60961	0.613507
-0.607608	0.620227
-0.605606	0.626544
-0.603604	0.632456
-0.601602	0.63796
-0.5996	0.643054
-0.597598	0.647735
-0.595596	0.652002
-0.593594	0.655853
-0.591592	0.659287
-0.58959	0.662303
-0.587588	0.664899
-0.585586	0.667076
-0.583584	0.668833
-0.581582	0.67017
-0.57958	0.671088
-0.577578	0.671587
-0.575576	0.671667
-0.573574	0.67133
-0.571572	0.670577
-0.56957	0.66941
